processed_tokens,class_label
"['memnun', 'kaldımda', 'şu', 'turkcell', 'kampanya', 'tekrar', 'ol', 'yaw', 'çok', 'paha']",Positive
"['superonline', 'müşteri', 'hizmet', 'gerçekten', 'hız', 'bir', 'şekil', 'sorun', 'çöz']",Positive
"['hayat', 'paylaş', 'güzel', 'can', 'ben']",Positive
"['türkiye', 'akbank', 'axess', 'turkcell', 'cept', 'cüzdan', 'akbank', 've', 'turkcell', 'öde', 'sistem', 'ile', 'mobil', 'd', 'sondakika']",Positive
"['sen', 'ne', 'kadar', 'teşekkür', 'et', 'az', 'turkcell']",Positive
"['turkcell', 'böle', 'bi', 'kıyak', 'geç', 'akıl', 'uç', 'geç']",Positive
"['val', 'teknoloji', 'çok', 'ilerledikaybolduk', 'ama', 'turkcell', 'çek', 'çok', 'ıssız', 'bura', 'terk', 'et', 'gibi']",Positive
"['osesturkiye', 'nurullh', 'ya', 'insan', 'huzur', 'ver', 'ses']",Positive
"['bu', 'sabah', '0505', 'turkcell', 'numara', 'taşın', 'tamamla', 'sen', 'halen', 'komik', 'şaka', 'reklam', 'devam', 'et', 'avea']",Positive
"['i̇novasyonda', 'büyük', 'ödül', 'turkcell']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['2011', 'en', 'çok', 'hangi', 'marka', 'reklam', 'ver', 'ilk', '3', 'aynı', 'sektor', '1turkcell', '2vodafone', '3', 'turktelekom']",Positive
"['turkcell', 'de', 'ara', 'iş', 'görüşme', 'için', 'yarın', 'cagırdılar', 'geldiye', 'akıl', 'yok', 'ama', 'güzel', 'ol', 'gel']",Positive
"['cıkmadan', 'solıyım', 'dun', 'sms', 'yaptiktan', 'sonra', 'baktiim', 'kiiii', 'bedava', '100', 'dk', 'kazanmısım', 've', 'arti', 'heryone', '300', 'sms', 'turkcell', 'sms', 'yapmami', 'bekliyomus']",Positive
"['oha', 'yeni', 'yükle', 'araba', 'yarı', 'çok', 'sev', 'la', 'ilk', 'defa', 'hemen', '10', 'araba', '1lige', 'geç', 'azıcık', 'zor', 'da', 'ol', 'sağol', 'turkcell']",Positive
"['ping', '600', 'ms', 'olurmu', 'ol', 'de', 'müşhizmbuna', 'normal', 'dermi', 'yazık', 'ol', 'iptal', 'et', 'turkcell', 'superonline', 'a', 'var']",Positive
"['hadı', 'hep', 'bırlıkte', 'ıphone', '4', 'e', 'gecelım', 'bıze', 'sponsor', 'ol']",Positive
"['hayat', 'bağ', 'turkcelleeeee']",Positive
"['numara', 'turkcell', 'mi', 'taşı', 'acaba']",Positive
"['ben', 'ttnet', 'kullan', 'ama', 'ben', 'superonline', 'daha', 'iyi']",Positive
"['manga', 'konser', 'harikydıacun', 'ilıcalıyamangaya', 've', 'turkcell', 'teşekkür', 'et']",Positive
"['servis', 'sağla', 'geçiriyosa', 'android', 'suç', 'ne', 'ki', 'turkcell', 'gayet', 'memnun', 'ama', 'vodafone', 'sınırsız', 'paket', 'de', 'var', 'makul']",Positive
"['gayet', 'tabii', 'turkcell', 'aylik', '7tl', 'ile', 'internet', 've', 'bbm', 'kullanimi', 'sagliyorbutun', 'bb', 'uygulamalarini', 'da', 'o', 'paket', 'kullan']",Positive
"['keşke', 'bugün', 'süreyya', 'ciliv', 'in', 'ödül', 'tören', 'bulun', 'şans', 'ol']",Positive
"['turkcell', 'yeni', 'yildizini', 'bulmus']",Positive
"['i̇novasyonda', 'büyük', 'ödül', 'turkcell']",Positive
"['cok', 'sukur', 'bbmi', 'kurtardi', 'turkcell']",Positive
"['ama', 'sonunda', 'turkcell', 'bayii', 'götür', 'daha', 'iyi', 'ol', 'de']",Positive
"['turkcell', 'hayatımdakı', 'kolay', 'o']",Positive
"['evet', 'guzel', 'olmus']",Positive
"['turkcell', 'internet', 'site', 'detayli', 'aciklama', 'var', 'ora', 'bak']",Positive
"['zaten', 'iletişim', 'kalite', 'çok', 'kötü', 'ben', 'hiç', 'memnun', 'kal', 'avea', 'dan', 'türkcell', 'paha', 'hizmet', 'iyi']",Positive
"['huzur', 'bereket', 'sukunet']",Positive
"['turklereozgudavranislar', 'pazartesi', 'persembe', 'turkcell', 'sınema', 'gun', 'gelsede', 'sınemaya', 'gıtsek', 'dıye', 'bekle']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['turkcellmuzik', 'konser', 'i̇çin', 'çok', 'teşekkür', 'turkcell', 'amp', 'manga']",Positive
"['kop', 'alperen', 'd', 'teşekkür', 'turkcell', 'd']",Positive
"['bu', 'türkcell', 'ben', 'sev', 'yok', '1313', 'başka', 'msj', 'at', 'zaman', 'mı', 'yok']",Positive
"['hayat', 'paylaş', 'güzel', 'lalala', 'lay', 'laay', 'la', 'lay', 'bir', 'gün', 'iyi', 'ol', 'öte', 'gün', 'melenkolik', 'ruh', 'hal']",Positive
"['bi', 'turkcell', 'calisani', 'ol', 'soylemek', 'iste', 'superonlineturkcell', 'hizmet', 'kalitemzden', 'hic', 'suphe', 'yoktabiki', 'superonline']",Positive
"['off', 'ne', 'yazık', 'ki', 'turkcell', 'müzik', 'sahensindeki', 'konser', 'gel', 'cunku', 'okul', 'var', 'offsizi', 'çoook', 'seviyoruuuuuum']",Positive
"['kahve', 'dünya', 'ile', 'yap', 'kampanya', 'süper', 'hiç', 'bitmesinnnseviyorum', 'sen', 'turkcell']",Positive
"['aynen', 'kos', 'bi', 'turkcell', 'al', 'hemen']",Positive
"['2', 'buçuk', 'ay', 'tanı', 'turkcell', 'ben', 'ses', 'tanı', 'bulun', 'bu', 'kutla']",Positive
"['avea', 'kullan', 'devam', 'et', 'daha', 'çoooook', 'kop', 'turkcell', 'le', 'bağ', 'hayataa']",Positive
"['ben', 'dikkat', 'turkcell', 'cekti', 'huy', 'sanir', 'hep', 'zirve', 'dikkat', 'ceker', 've', 'takip', 'et']",Positive
"['superonline', 'war', 'ttnet', 'e', 'laf', 'dusmez', 'ben', 'siddetle', 'tawsiye', 'et']",Positive
"['capstoneu', 'boşver', 'superonlinea', 'başla', 'şuanah', 'ahh']",Positive
"['hayat', 'paylaş', 'güzel', 'ebruş']",Positive
"['ya', 'de', 'sen', 'biz', 'bab', 'gelmicek', 'bu', 'sene', 'ben', 'de', 'sen', 'hallet', 'ben', 'söyle', 'istek', 'hem', 'ben', 'hat', 'turkcell']",Positive
"['e', 'yasattigimiz', 'super', 'musteri', 'deneyim', 'icin', 'onur', 've', 'gurur', 'turkcell', 'superonline']",Positive
"['paylaş', 'muhabbet', 'dolayı', 'turkcell', 'makara', 'yap', 'ama', 'vapur', 'gazete', 'raf', 'olay', 'çok', 'iyi', 'ol', 'yan', 'kurum', 'hala', 'yaşa', 'ama']",Positive
"['biz', 'gec', 'turkcell', 'e']",Positive
"['oyle', 'huzur', 'ki', 'turkcell', 'bile', 'ariza', 'cikarmadi', 'bu', 'kez', 'o', 'derece']",Positive
"['hatti', 'ne', 'turkcell', 'i', 'tavsiye', 'et', 'degilsen', 'eger', 'ben', 'tr', 'e', 'tasittim', 'direk', 'memnun']",Positive
"['yatak', 'aldi', 'yorgan', 've', 'yastigi', 'turkcell', 'ver']",Positive
"['gang', 'superonline', 'al', 'o', 'yea', 'd']",Positive
"['benım', 'bedava', 'sms', 'hak', 'var', 'turkcell', 'ben', 'yenı', 'yıl', 'hedıyeesınıı', 'erken', 'yollamıss', 'serefsızzz', 'hahahah']",Positive
"['turkcell', 'ozturkmatik', 'reklami', 'allah', 'belanizi', 'ver', 'vapur', 'deli', 'gibi', 'guldurdun', 'ben']",Positive
"['abi', 'gnctrkcll', '2', 'bilet', '8tl', 'mi', 'yap', 'pazartesi', 'sinema', 'git', 'göre', 'd']",Positive
"['hayat', 'paylaş', 'güzel', 'hayat']",Positive
"['evet', 'yeniden', 'pin', 'al', 'sırf', 'bbm', 'için', 'd', 'turkcell', 'hat', 'al']",Positive
"['ben', 'bir', 'tek', 'dusunen', 'turkcell', 'ahey', 'ahey']",Positive
"['bitanesinnnnnnnnnnnnnnd', 'turkcell']",Positive
"['5326833306', 'nol', 'hat', 'ipone4', 's', 'kontrat', 'teklif', 'yarar', 'iste', 'teşekkür']",Positive
"['yeni', 'laptop', 'ile', 'superonline', 'bağla', 'görece', 'sen', 'd']",Positive
"['her', 'zaman', 'heryer', 'böyle']",Positive
"['hayat', 'paylaş', 'güzel', 'nara', 'naa', 'naa', 'na', 'na', 'turkcel', 'ceo', 'su', 'ben']",Positive
"['sadece', 'mutlu', 'vaat', 'ver', 'reklam', 'baydimbana', 'daha', 'yaratici', 'reklam', 'mesajlariyla', 'gel', 'bkz', 'eti', 'cocacola', 'turkcell']",Positive
"['aıle', 'operatorumuz', 'turkcell', 'd']",Positive
"['çok', 'basit', 'bir', 'maile', 'bile', 'dönüş', 'yap', 'tüm', 'soru', 'cevap', 'ver', 'superonline', 'müşteri', 'hizmet', 'kutla', 'supersinsuperonline']",Positive
"['hayat', 'paylaşinca', 'güzelgeri̇si̇', 'teferruat']",Positive
"['superonlinea', 'geç', 'hayat', 'yaş', 'p']",Positive
"['turkcell', 'sun', 'exspres', 'arasindaki', 'anlasmaya', 'bi', 'goz', 'at', 'hemen', 'fiyat', 'yar', 'yariya']",Positive
"['cocacola', 've', 'turkcell', 'reklamcilarini', 'alinlarindan', 'opmek', 'iste']",Positive
"['bis', 'paket', 'hak', 'bilgi', 'iste']",Positive
"['hayat', 'paylaş', 'güzel', 'lalalalalalalalalalaaaaaaaaaaaa', 'd']",Positive
"['karşıyaka', 'da', '10', 'bin', 'daire', 'turkcell', 'superonline', 'ile', 'tanış', 'hazır', 'son', '4', 'gün']",Positive
"['i̇yi', 'ki', 'turkcell', 'hava', 'durum', 'paket', 'abone', 'o', 'da', 'ol', 'kim', 'mesaj', 'at', 'ben']",Positive
"['bugün', 'turkcell', 'müzik', 'konser', 'manga', 'birlik', 'saat', '1500', 'itibari', 'manga', 'siz', 'iyi', 'seyir', 'wwwturkcellmuzikcom']",Positive
"['emme', 'benimki', 'turkcell', 'ol', 'düşün']",Positive
"['cnm', 'turkcell', 'magazalarnda', 've', 'diger', 'telefn', 'magazalarnda', 'satılıo']",Positive
"['askıım', 'bu', 'ay', 'acı', 'bı', 'turkcell', 'e', 'ge', 'de']",Positive
"['ben', 'bekle', 'dogumgunu', 'pasta', 'icin', 'cok', 'tesekkurler']",Positive
"['o', 'değilde', 'ben', 'turkcell', 'reklam', 'zaman', 'selocanlarındandım', 'yani', 'o', 'göre']",Positive
"['bıde', 'turkcell', 'cekmıo', 'de', 'dımı', 'sed']",Positive
"['tutturamadim', 'ya', 'kahret', 'turkcell', 'daha', 'iyi', 'tabii', 'd']",Positive
"['can', 'sıkıntı', 'öl', 'üzere', 'turkcell', 'mi', 'ne', 'vary', 'o', 'gibi', 'birşey', 'gelsede', 'kurtul']",Positive
"['manga', 'turkcell', 'muzikcomda', 'saat', '1500te']",Positive
"['bukutudanevar', 'bu', 'nin', 'en', 'sağlam', 'reklam', 'ol', 'turkcell']",Positive
"['say', 'süreyya', 'ciliv', 'teşekkür', 'konuş', 'mesaj', 'net', 'siz', 'değer', 'öğrenci', 'iç', 'potansiyel', 'keşfet', 've', 'kendi', 'güven']",Positive
"['çek', 'de', 'çek', 'dedikodu', 'tasdik', 'et', 'vodafone', 'kalite', 'pahalı', 'de', 'bu', 'kez', 'de', 'turkcell', 'kalite', 'de', 'sanki']",Positive
"['he', 'val', 'gectim', 'niye', 'ki', 'la', 'turkcell', 'iyi', 'ya', 'avea', 'apaci', 'is', 'artik']",Positive
"['ne', 'de', 'turkcell', 'hayat', 'paylaş', 'güzel']",Positive
"['çek', 'reklam', 'turkcell', 'çek', 'yap']",Positive
"['ben', 'turkcell', 'e', 'taşı']",Positive
"['iphone', '4', 's', 'kanyon', 'turkcell', 'de', 'var', 'ilgilen', 'duyur', 'cok', 'kalabalik', 'tukenmeden', 'ali', 'de']",Positive
"['kalite', 'orta', 'turkcellfestival']",Positive
"['hayat', 'kesinlikle', 'paylaş', 'güzel']",Positive
"['medyaplus', 'turkcell', 'superonlinedan', '1', 'milyon', 'ev', 'fiber', 'internet']",Positive
"['pazarlamakonferansi', 'ndayiz', 'bu', 'sabah', 'turkcell', 'charlene', 'li', 'getir']",Positive
"['tesekkurler', 'turkcell']",Positive
"['merhaba', 'turkcell', 'i̇letişim', 'merkez', 'cihaz', 'sat', 'bulun', 'teşekkür', 'et']",Positive
"['önem', 'değil', 'cnmne', 'de', 'hayat', 'paylaş', 'güzelyazımında', 'kendi', 'çap', 'bir', 'karakteristik', 'yok', 'değilteşekkürlerp']",Positive
"['biz', 'blog', 'turkcell', 'blog', 'ödül', 'spor', 'dal', 'ilk10a', 'gir', 'kazan', '5', 'ocak', 'perşembe', 'point', 'otel', 'yap', 'töre', 'açıkla']",Positive
"['turkcell', 'cephe', 'hiç', 'bekle', 'böyle', 'bir', 'telefon', 'öneri', 'için', 'çok', 'sağol']",Positive
"['iş', 'dön', 'nimbuzz', 'la', 'bağ', 'hayat']",Positive
"['kadi̇rle', 'bağ', 'hayat']",Positive
['tesekkurler'],Positive
"['bu', 'şarkı', 'bayıl', 'o_o', 'cok', 'yakın', 'turkcell', 'in', 'yeni', 'yıl', 'jing', 'cıkar', 'o0']",Positive
"['en', 'yeni', 'en', 'iyi', 'iphone', '4s', 'internet', 'ile', 'birlikte', '99', 'tl', 'başla', 'teklif', 'turkcell', 'fark']",Positive
['superonline'],Positive
"['bugün', 'kes', 'internet', 'kendi', 'kendi', 'yeniden', 'aç', 'süperonline', 'yap', 'hata', 'kendi', 'kendi', 'anla', 'd']",Positive
"['turkcell', 'her', 'zaman', 'cevap', 'ver', 'biz', 'yan', 'ol', 'turkcell', 'can']",Positive
"['konseribugünsaat1500tecanlı', 'yayın', 'hayat', 'müzik', 'paylaş', 'güzel']",Positive
"['turkcell', 'ben', 'ses', 'tanir']",Positive
"['turkcell', 'attıgı', 'yıl', 'bası', 'mesaj', 'özle', 'bura', 'rogers', 'bell', 'filan', 'yalan']",Positive
"['orta', 'çık', 'beri', 'turkcell', 'gibi', 'ben', 'yalnız', 'bırak', 'city', 'ville', 'istek', 'bura', 'teşekkür', 'ilet', 'sağol', 'var', 'ol']",Positive
"['goturun', 'biz', 'git', 'vallaaa', 'gnctrkcll']",Positive
"['abe', 'ben', 'nedem', 'yaw', 'sorun', 'ben', 'değil', 'superonline', 'bekliyem']",Positive
"['aile', 'hep', 'turkcell', 'ben', 'bask', 'hatta', 'gecmem', 'ol', 'd']",Positive
"['belki', 'turkcell', 'le', 'baglansak', 'hayat', 'hersey', 'daha', 'kolay', 'ol']",Positive
"['süperonline', 'internet', 'ttnet', 'e', 'kirala', 'ben', '2', 'ay', 'önce', 'geç', 'süperonline', 'a', 'çok', 'memnun']",Positive
"['turkcel', 'kanka', 'ya']",Positive
"['al', 'la', 'ne', 'beklıyosun', 'd', 'hatta', 'yan', 'bıde', 'hat', 'l', 'turkcell', 'ol', 'sevınırım', 'd']",Positive
"['evet', 'tahmin', 'etmistim', 'bu', 'd', 'orda', 'da', 'yok', 'mu', 'bb', 'icin', 'boyle', 'hat', 'kampanyalari', 'turkcell', 'europe', 'uygula', 'gecti', 'mi', 'super', 'o', 'zaman']",Positive
"['aa', 'nasi', 'kacirdik', 'yaabizim', 'ayibimiz', 'ol', 'doomgnn', 'kutlu', 'mutlu', 'ol', 'selocan']",Positive
"['arkadaş', 'tcell', 'de', 'bir', 'kere', 'bile', 'yaşa', 'bu', 'eziyet', 'vodafone', 'yaşa', 'ben', 'en', 'kısa', 'zaman', 'tekrar', 'dönücem']",Positive
"['21', 'milyon', '913', 'bin', 'billboard', 'sevgi', 'sözcük', '20', 'gün', 'ücret', 'resim', 'mesaj', 'ol', 'gönder', 'sayı']",Positive
"['vodafone', 'yeterince', 'başarı', 'ol', 'mi', 'bilmiorum', 'ama', 'turkcell', 'daha', 'sinir', 'boz', 'reklam', 'yap', 'epey', 'başarı', 'ora', 'net']",Positive
"['superonline', 'tabii', 'kii']",Positive
"['tabi', 'can', 'o', 'yüz', 'genç', 'turkcell', 'kampanya', 'git', 'sinema', 'biz']",Positive
"['evet', 'çok', 'begendim']",Positive
"['hahahahah', 'd', 'biri', 'ben', 'turkcell', 'bayi', 'gel', 'bbmimi', 'actiririm', 'ama', 'tek', 'basima', 'ııhh']",Positive
"['co', 'cola', 've', 'turkcell', 'cok', 'guzel', 'reklam', 'yapiyo', 'ya']",Positive
"['turkcell', 'abone', 'sayisi', 'cook', 'oldugu', 'icin', 'yuzde', 'ol', 'bu', 'sayilar', 'kucuk', 'kal', 'istediginiz', 'bu', 'mu']",Positive
"['20', 'saat', 'bir', 'bayi', 'aç', '2', 'saat', 'bir', 'baz', 'istasyon', 'diken', 'ama', 'bir', 'türlü', 'çek', 'bir', 'operatör', 'var', 'çok', 'acın', 'çok', 'büyük']",Positive
"['3', 'sene', 'önce', 'turkcell', 'reklemi', 'var', '2', '0', '0', '9', 'hazır', 'bekle', 'diye', 'ne', 'çabuk', 'gecmis', 'si', 'de', 'çabuk', 'gecer', 'umarimm']",Positive
"['i̇stanbul', 'sanayi', 'oda', 'göre', '2011', 'en', 'inovatif', 'şirket', 'turkcell', 'teknoloji', 'ol', 'tebrik']",Positive
"['2011', 'turkcell', 'blog', 'ödül', 'ilk', '3', 'yok', 'dilim', 'ayar', 'yok', '143', 'blog', 'ara', 'ilk', '10', 'taşı', 'herkes', 'çok', 'teşekkür']",Positive
"['soğuk', 'ama', '1', 'sıcak', 'kahve', 'ısın', 'hayat', 'paylaş', 'güzel', 'kahve', 'paylaş', 'sen', 'lt3']",Positive
"['dünya', 'lider', 'et', 'operatör', 'turkcell', 'superonline', 'türkiye', 'bir', 'kez', 'daha', 'fiber', 'internet', 'lider', 'ara']",Positive
"['ben', '35g', 'hız', 've', 'çok', 'memnun', 'teşekkür', 'turkcell']",Positive
"['oy', 'oyy', '90', 've', 'maşallah', 'afiyet', 'ol', 'kuzu', 'ama', 'hayat', 'paylaş', 'güzel', 'hehe', 'pp']",Positive
"['nolursa', 'ol', 'turkcell', 'can']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['ben', 'bağır', 'bas', 'için', 'muck']",Positive
"['hayat', 'yeni', 'yıl', 'mutlulugunu', 'paylaş', 'güzellll']",Positive
"['hayat', 'paylaş', 'güzel', 'la', 'la', 'laaa', 'laa']",Positive
"['heee', 'o', 'mesele', 'evet', 'ttneti', 'kapa', 'yerine', 'superonline', 'bağla', 'hamdolsun', 'ayrılık', 'bi', 'hafta', 'sür', 'ama', 'd', 'geri', 'dön', 'gene', 'd']",Positive
"['o', 'reklam', 'slogan', 'çok', 'öte', 'hayat', 'paylaş', 'güzel']",Positive
"['alem', 'artık', 'daral', 'herşey', 'eğerki', 'bık', 'kot', 'hayat', 'türk', 'bağ', 'hayat']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['hayat', 'paylaş', 'güzel', 'la', 'la', 'la', 'la', 'la', 'la']",Positive
"['kötü', 'espiri', 'yap', 'seç', 'yaw', 'nokia', '3', 'hafta', 'boyunca', 'ne', 'çek', 'gör', 'sn', 'turkcell', '15', 'dakika', 'hediye', 'et']",Positive
"['superonline', 'cok', 'iyi', 'ya']",Positive
"['turkcell', 'is', 'bil', '4', 'de', 'aynı', 'sey', 'ol', 'kontratli', 'alicaksan', 'turkcell', 'de', 'çok', 'rahat', 'bul']",Positive
"['sen', 'sev', 'turkcell', 'ben', 'tl', 'dert', 'düş', '600', 'dakika', 'ol', 'iyik', 'var']",Positive
"['en', 'uygun', 'iphone4s', 'paket', 'san', 'gold', 'paketturkcell5000dk', 'her', 'yöne2000dk', 'data4gb', 'iphone', '4s', '16gb', '177', 'tl']",Positive
"['o', 'zaman', 'turkcell', 'bağ', 'hayatad']",Positive
"['bugün', 'turkcell', 'hayat', 'paylaş', 'güzel', 'anı', 'yaşa']",Positive
"['bebeğimmm', 'ne', 'güzel', 'bu', 'duyunç', 'da', 'bnm', 'keyif', 'yerine', 'geliyo', 'hayat', 'paylaş', 'güzel', 'lalalalalaaayy', 'hahahah', 'd']",Positive
['turkcell'],Positive
"['hahaha', 'kanka', 'turkcell', 'bu', '4', 'ceker', 'd']",Positive
"['turkcell', 'bayi', 'sanki', 'en', 'ucuz', 'sel', 'blackberry', 'ora', 'al', 'ben']",Positive
"['hizliyim', 'ama', 'hayirsiz', 'degilimm', 'bencede', 'goruselim', 'turkcell', 'boy']",Positive
"['en', 'i̇nandirici', 'marka', 'yi̇ne', 'turkcell', 'her', 'zaman', 'turkcell']",Positive
"['turkcell', 'cvp', 'atmis', 'knka', 'sitemzden', 'bak', 'diye', 'p', 've', 'hala', 'kitaptayim']",Positive
"['bura', 'da', 'turkcell', 'olaydi', 'iyi']",Positive
"['allah', 'genç', 've', 'turkcell', 'eglenmenize', 'sevin']",Positive
"['i̇novasyonda', 'büyük', 'ödül', 'turkcell', 'kurum']",Positive
"['turkcellmuzik', 'turkcell', 'teşekkür', 'fly', 'to', 'stay', 'alive', 'çok', 'güzel', 'anadolu', 'kartal', 'duyduğmda', 'resmen', 'uç', 'gibi', 'oldm', 'yani', 'fly', 'baby', 'fly']",Positive
"['en', 'sev', 'şarkı', 'kubat', 'hayat', 'paylaş', 'güzel', 'şarkı', 'en', 'son', 'al', 'albüm', 'kubat', 'hayat', 'paylaş', 'güzel', 'albüm']",Positive
"['d', 'kedi', 'getir', 'git', 'türkcell', 'bayi']",Positive
"['bir', 'tim', 'calisani', 'ben', 'kahve', 'ismarliyor', 'tesekkurler', 'kahve', 'dünya']",Positive
"['bu', 'haftasonu', 'fark', 'geç', 'iste', 'git', 'suç', 've', 'ceza', 'oku', 'bitir', 'sonra', 'da', 'ben', 'anla', 'hayat', 'paylaş', 'güzel', 'lalalalalaaa']",Positive
"['çarsamba', 'gece', 'suadiye', 'türkcell', 'çalısanlarının', 'düzenle', 'ol', 'karaoke', 'gece', 'görüş', 'üzere']",Positive
"['pazarla', 'i̇lkeleri', 'ders', 'konuk', 'ol', 'öğrenci', 'dijital', 'pazarla', 'i̇letişimi', 'vizyon', 'kat', 'çok', 'teşekkür']",Positive
"['küçük', 'kardeş', 'gel', 'oyun', 'ayten', 'de', 'ben', 'oğul', '3', 'yaş', 'yaş', 'göre', 'davran', 'turkcell', 'reklam', 'hasta', 'nolcak']",Positive
"['snn', 'icin', 'gnctrkcll', 'hat', 'alicam', 'ahahaha', 'huzur', 'muah']",Positive
"['hayat', 'paylaş', 'güzel', 'mutlu', 'ol', 'var', 'niye', 'biz', 'kıymet', 'bil']",Positive
"['ile', 'diyarbakira', 'git', 'bu', 'gece', 'turkcell', 'icin', 'sahne']",Positive
"['mudo', 'iki', 'hediye', 'alan', 'turkcell', 'üçüncü', 'hediye']",Positive
"['i̇novasyonda', 'büyük', 'ödül', 'turkcellinbakalim', 'sene', 'hangi', 'firma', 'al']",Positive
"['e', 'ozaman', 'sen', 'kars', 'cıkan', 'denyo', 'türkcell', 'in', 'her', 'yön', 'msj', 'kampanya', 'haber', 'yoktuddd']",Positive
"['teknoloji', 'samsung', 'kompakt', 'cep', 'galaxy', 'y', 've', 'qwerty', 'klavye', 'cep', 'ch', 'turkcell', 'avantaj', 'türkiye']",Positive
"['sagol', 'bir', 'turkcell', 'ben', 'yalniz', 'birakmiyor']",Positive
"['u', 'turkcell', 'reklamina', 'bayiliyorum', 'mekanigini', 'anlayamadin', 'hahahaha', 'ozturkselli', 'ol', 'iste', 'd']",Positive
"['3g', 'problem', 'icin', 'nere', 'basvurabiliriz', 'kayseritalas', 'erciyes', 'unv', 'civar', '5', 'gün', 'edge', 'turkcell', 'bile', 'çek', 'yahu', 'help']",Positive
"['öztürkcell', 'e', 'geç', 'vakit', 'geldide', 'geç']",Positive
"['genc', 've', 'kendi', 'genc', 'hisse', 'herkes', 'gnctrkcll', 'li', 'degil', 'mi']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['2012tahminleri', 'turkcell', 'ses', 'komut', 'anla', 'sistem', 'hayat', 'her', 'alan', 'yayıl']",Positive
"['turkcell', 'mudo', 'indirim', 'güzel', 'ol', 'val', 'ya']",Positive
"['geç', 'kurtul', 'tarık', 'abi', 'el', 'ben', 'öyle', 'yap', 'şu', 'an', 'rahat']",Positive
"['adam', 'düzen', 'ol', 'turkcell', 'iletişim', 'merkez', 've', 'keyif', 'mekan', 'git']",Positive
"['turkcell', 'kendi', 'aş']",Positive
"['di̇kkat', 'bu', 'ti̇vi̇t', 'kiskançlik', 'i̇çerebi̇li̇rfizy', 'nin', 'kapa', 'bir', 'pr', 'çalış', 'mı', 'acabatürksel', 'zeki']",Positive
"['sen', 'yine', 'turkcell', 'e', 'mi', 'dön', 'kanki']",Positive
"['muhendisler', 'fibernet', 'yaratti', 'olm', '20mbit', '49', 'superonline']",Positive
"['twitter', 'ile', 'bağ', 'hayat', 'hayat', 'bağ', 'twitter', 'ile', 'd']",Positive
"['bu', 'da', 'son', 'ol', 'bu', 'günlük', 'hayat', 'paylaş', 'güzel', 'aynı', 'yatak', 'bir', 'yastık', 'mesela', 'takipedenitakipederim']",Positive
"['bu', 'kez', 'de', 'çok', 'kalite', 'ol']",Positive
"['3kelimeyle2011', 'turkcell', 'bağ', 'hayat']",Positive
"['turkcell', 've', 'avea', '2', 'dev', 'aynı', 'organizasyon', 'kayıt', 'için']",Positive
"['reklam', 'gör', 'paylaşayımdedim', 'hayat', 'paylaş', 'güzel']",Positive
"['bu', 'hız', 'alış', 'biz', '2', 'hafta', '1', 'adsl', 'başvuru', 'al', 'ttnet', 'de', 'kurtul', 'yol', 'var', 'mı', 'superonline', 'biz', 'fiber', 'çek']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['iphone', '4s', 'yine', 'tabi', 'ki', 'sadece', 'turkcell', 'ile', 'türkiye', '16122011', 'tarih', 'bekle', 'hayat', 'teknoloji', 'paylaş', 'güzel', 'la', 'la', 'la', 'la', 'la', 'la']",Positive
"['belki', 'de', 'cozum', 'ev', 'telefon', 'fisten', 'cekmektirturkcell', 'superonline', 'fiber', 'ile', 'mumkun']",Positive
"['kuzey', 'kıbrıs', 'turkcell', 'anlam', 'ziyaret']",Positive
"['2', 'gun', 'teknik', 'ariza', 'sebep', 'ev', 'internet', 'yoktebrikler', 'ttnet', 'biraz', 'bekle', 'superonline', 'bura', 'fiber', 'ag', 'ceksin', 'gorusucez', 'senlesaygilar']",Positive
